Industry,a,SE_a,b,SE_b,c_prime,indirect,direct,total,ci_indirect_lower,ci_indirect_upper,ci_direct_lower,ci_direct_upper,ci_total_lower,ci_total_upper,boot_n
Wheat Processing,-0.002015448966477291,0.0003419527671610415,-66.1258840525674,11.563065136033686,0.7562739122667379,0.13327334467114416,0.7562739122667379,0.8895472569378821,0.025999238818122862,0.39816028024519773,0.49415790600358867,0.8557319568497248,0.8786612003326687,0.9399206469488175,5000
Foodservice,-0.00022803478725227485,6.265705068057337e-05,-104.73591858691299,33.734030489036726,0.52212949189631,0.023883432912638284,0.52212949189631,0.5460129248089483,-0.06625872709241092,0.1259356151102237,0.42126090718925757,0.5798803687153222,0.5136216416229114,0.5915199828978395,5000
