Variable,VIF
AR_spline1,0.0
AR_spline2,4.7458761707325
AR_spline3,2.8442182015151776
AR_spline4,4.877690836827914
GovPrice_lag4_1000,2.8146218908948564
CPI_lag0,4.15562107509884
