Industry,a,SE_a,b,SE_b,c_prime,indirect,direct,total,se_indirect,z_sobel,p_sobel
Wheat Processing,-0.002014975733971154,0.0009528086793366352,-21.442096089667785,14.397862040455397,0.7809930018691084,0.043205303306158356,0.7809930018691084,0.8241983051752667,0.03548311847638254,1.2176298240222512,0.22336467564548146
Food Service,-0.0002869658375408092,0.0006833224571690286,-26.487968086906825,28.612540207742992,0.4579010055522653,0.007601141946813442,0.4579010055522653,0.46550214749907876,0.01987514023289966,0.3824446951187364,0.7021315434640005
