Variable,VIF
AR_spline1,0.0
AR_spline2,2.7478802482555422
AR_spline3,1.8847525840408506
AR_spline4,3.2355178421530595
GovPrice_lag5_1000,3.001423673329716
CPI_lag0,3.719170109812873
