Industry,a,SE_a,b,SE_b,c_prime,indirect,direct,total,se_indirect,z_sobel,p_sobel
Wheat Processing,-0.002015448966477291,0.0003419527671610415,-66.1258840525674,11.563065136033686,0.7562739122667379,0.13327334467114416,0.7562739122667379,0.8895472569378821,0.032471703544699214,4.104291740890204,4.055554184123622e-05
Foodservice,-0.00022803478725227485,6.265705068057337e-05,-104.73591858691299,33.734030489036726,0.52212949189631,0.023883432912638284,0.52212949189631,0.5460129248089483,0.010111415520392263,2.362026648442171,0.018175335658649816
